,,,ch1_t,ch1_v,,,,,ch2_t,ch2_v
Record Length,2500,Points,-2.46E-01,-50,,Record Length,2500,Points,-2.46E-01,-20
Sample Interval,2.00E-04,s,-2.46E-01,-50,,Sample Interval,2.00E-04,s,-2.46E-01,-20
Trigger Point,1.23E+03,Samples,-2.46E-01,-50,,Trigger Point,1.23E+03,Samples,-2.46E-01,-20
,,,-2.45E-01,-48,,,,,-2.45E-01,-20
,,,-2.45E-01,-48,,,,,-2.45E-01,-20
,,,-2.45E-01,-48,,,,,-2.45E-01,-19.2000008
Source,CH1,,-2.45E-01,-46,,Source,CH2,,-2.45E-01,-19.2000008
Vertical Units,Volts,,-2.45E-01,-44,,Vertical Units,Volts,,-2.45E-01,-19.2000008
Vertical Scale,50,,-2.44E-01,-42,,Vertical Scale,20.0000003,,-2.44E-01,-18.3999996
Vertical Offset,0,,-2.44E-01,-42,,Vertical Offset,0,,-2.44E-01,-18.3999996
Horizontal Units,s,,-2.44E-01,-40,,Horizontal Units,s,,-2.44E-01,-18.3999996
Horizontal Scale,5.00E-02,,-2.44E-01,-36,,Horizontal Scale,5.00E-02,,-2.44E-01,-17.6000004
Pt Fmt,Y,,-2.44E-01,-34,,Pt Fmt,Y,,-2.44E-01,-17.6000004
Yzero,-8.00E-02,,-2.43E-01,-30,,Yzero,4.00E-02,,-2.43E-01,-16.8000011
Probe Atten,10,,-2.43E-01,-28,,Probe Atten,10,,-2.43E-01,-16.8000011
,,,-2.43E-01,-26,,,,,-2.43E-01,-16
Note,TBS 1052B-EDU - 18:21:04   06/11/2024,,-2.43E-01,-22,,Note,TBS 1052B-EDU - 18:21:04   06/11/2024,,-2.43E-01,-16
,,,-2.43E-01,-18,,,,,-2.43E-01,-15.1999998
,,,-2.42E-01,-16,,,,,-2.42E-01,-15.1999998
,,,-2.42E-01,-12,,,,,-2.42E-01,-14.4000006
,,,-2.42E-01,-8,,,,,-2.42E-01,-13.6000004
,,,-2.42E-01,-6,,,,,-2.42E-01,-13.6000004
,,,-2.42E-01,-2,,,,,-2.42E-01,-12.8000002
,,,-2.41E-01,2,,,,,-2.41E-01,-12
,,,-2.41E-01,4,,,,,-2.41E-01,-11.1999998
,,,-2.41E-01,6,,,,,-2.41E-01,-9.600000381
,,,-2.41E-01,8,,,,,-2.41E-01,-8.800000191
,,,-2.41E-01,12,,,,,-2.41E-01,-7.20000029
,,,-2.40E-01,14,,,,,-2.40E-01,-5.5999999
,,,-2.40E-01,16,,,,,-2.40E-01,-4.80000019
,,,-2.40E-01,18,,,,,-2.40E-01,-2.4000001
,,,-2.40E-01,20,,,,,-2.40E-01,-8.00E-01
,,,-2.40E-01,22,,,,,-2.40E-01,8.00E-01
,,,-2.39E-01,24,,,,,-2.39E-01,3.20000005
,,,-2.39E-01,24,,,,,-2.39E-01,4.80000019
,,,-2.39E-01,26,,,,,-2.39E-01,7.20000029
,,,-2.39E-01,28,,,,,-2.39E-01,9.600000381
,,,-2.39E-01,28,,,,,-2.39E-01,11.1999998
,,,-2.38E-01,28,,,,,-2.38E-01,13.6000004
,,,-2.38E-01,30,,,,,-2.38E-01,16
,,,-2.38E-01,32,,,,,-2.38E-01,16.8000011
,,,-2.38E-01,34,,,,,-2.38E-01,18.3999996
,,,-2.38E-01,38,,,,,-2.38E-01,19.2000008
,,,-2.37E-01,40,,,,,-2.37E-01,20
,,,-2.37E-01,44,,,,,-2.37E-01,20
,,,-2.37E-01,46,,,,,-2.37E-01,20
,,,-2.37E-01,48,,,,,-2.37E-01,20.80000114
,,,-2.37E-01,50,,,,,-2.37E-01,20
,,,-2.36E-01,50,,,,,-2.36E-01,20.80000114
,,,-2.36E-01,50,,,,,-2.36E-01,20
,,,-2.36E-01,50,,,,,-2.36E-01,20.80000114
,,,-2.36E-01,50,,,,,-2.36E-01,20
,,,-2.36E-01,52,,,,,-2.36E-01,20
,,,-2.35E-01,50,,,,,-2.35E-01,20
,,,-2.35E-01,50,,,,,-2.35E-01,20
,,,-2.35E-01,50,,,,,-2.35E-01,20
,,,-2.35E-01,48,,,,,-2.35E-01,19.2000008
,,,-2.35E-01,46,,,,,-2.35E-01,19.2000008
,,,-2.34E-01,44,,,,,-2.34E-01,18.3999996
,,,-2.34E-01,42,,,,,-2.34E-01,18.3999996
,,,-2.34E-01,40,,,,,-2.34E-01,18.3999996
,,,-2.34E-01,38,,,,,-2.34E-01,17.6000004
,,,-2.34E-01,34,,,,,-2.34E-01,17.6000004
,,,-2.33E-01,32,,,,,-2.33E-01,16.8000011
,,,-2.33E-01,28,,,,,-2.33E-01,16.8000011
,,,-2.33E-01,26,,,,,-2.33E-01,16
,,,-2.33E-01,24,,,,,-2.33E-01,16
,,,-2.33E-01,18,,,,,-2.33E-01,15.1999998
,,,-2.32E-01,16,,,,,-2.32E-01,15.1999998
,,,-2.32E-01,12,,,,,-2.32E-01,14.4000006
,,,-2.32E-01,10,,,,,-2.32E-01,13.6000004
,,,-2.32E-01,6,,,,,-2.32E-01,12.8000002
,,,-2.32E-01,4,,,,,-2.32E-01,12.8000002
,,,-2.31E-01,0,,,,,-2.31E-01,12
,,,-2.31E-01,-2,,,,,-2.31E-01,11.1999998
,,,-2.31E-01,-6,,,,,-2.31E-01,10.4000006
,,,-2.31E-01,-8,,,,,-2.31E-01,8.800000191
,,,-2.31E-01,-10,,,,,-2.31E-01,8
,,,-2.30E-01,-12,,,,,-2.30E-01,6.4000001
,,,-2.30E-01,-14,,,,,-2.30E-01,4.80000019
,,,-2.30E-01,-16,,,,,-2.30E-01,3.20000005
,,,-2.30E-01,-20,,,,,-2.30E-01,8.00E-01
,,,-2.30E-01,-22,,,,,-2.30E-01,0
,,,-2.29E-01,-22,,,,,-2.29E-01,-3.20000005
,,,-2.29E-01,-24,,,,,-2.29E-01,-4.80000019
,,,-2.29E-01,-24,,,,,-2.29E-01,-6.4000001
,,,-2.29E-01,-26,,,,,-2.29E-01,-9.600000381
,,,-2.29E-01,-28,,,,,-2.29E-01,-11.1999998
,,,-2.28E-01,-28,,,,,-2.28E-01,-12.8000002
,,,-2.28E-01,-30,,,,,-2.28E-01,-15.1999998
,,,-2.28E-01,-32,,,,,-2.28E-01,-16.8000011
,,,-2.28E-01,-34,,,,,-2.28E-01,-18.3999996
,,,-2.28E-01,-36,,,,,-2.28E-01,-19.2000008
,,,-2.27E-01,-40,,,,,-2.27E-01,-19.2000008
,,,-2.27E-01,-42,,,,,-2.27E-01,-20
,,,-2.27E-01,-44,,,,,-2.27E-01,-20
,,,-2.27E-01,-46,,,,,-2.27E-01,-20
,,,-2.27E-01,-48,,,,,-2.27E-01,-20
,,,-2.26E-01,-48,,,,,-2.26E-01,-20
,,,-2.26E-01,-50,,,,,-2.26E-01,-20
,,,-2.26E-01,-50,,,,,-2.26E-01,-20
,,,-2.26E-01,-50,,,,,-2.26E-01,-20
,,,-2.26E-01,-50,,,,,-2.26E-01,-20
,,,-2.25E-01,-50,,,,,-2.25E-01,-20
,,,-2.25E-01,-48,,,,,-2.25E-01,-20
,,,-2.25E-01,-48,,,,,-2.25E-01,-20
,,,-2.25E-01,-46,,,,,-2.25E-01,-19.2000008
,,,-2.25E-01,-44,,,,,-2.25E-01,-19.2000008
,,,-2.24E-01,-42,,,,,-2.24E-01,-19.2000008
,,,-2.24E-01,-42,,,,,-2.24E-01,-18.3999996
,,,-2.24E-01,-38,,,,,-2.24E-01,-18.3999996
,,,-2.24E-01,-36,,,,,-2.24E-01,-17.6000004
,,,-2.24E-01,-34,,,,,-2.24E-01,-17.6000004
,,,-2.23E-01,-32,,,,,-2.23E-01,-17.6000004
,,,-2.23E-01,-28,,,,,-2.23E-01,-16.8000011
,,,-2.23E-01,-26,,,,,-2.23E-01,-16
,,,-2.23E-01,-22,,,,,-2.23E-01,-16
,,,-2.23E-01,-20,,,,,-2.23E-01,-15.1999998
,,,-2.22E-01,-16,,,,,-2.22E-01,-14.4000006
,,,-2.22E-01,-12,,,,,-2.22E-01,-14.4000006
,,,-2.22E-01,-8,,,,,-2.22E-01,-13.6000004
,,,-2.22E-01,-6,,,,,-2.22E-01,-12.8000002
,,,-2.22E-01,-2,,,,,-2.22E-01,-12.8000002
,,,-2.21E-01,0,,,,,-2.21E-01,-12
,,,-2.21E-01,4,,,,,-2.21E-01,-11.1999998
,,,-2.21E-01,6,,,,,-2.21E-01,-10.4000006
,,,-2.21E-01,10,,,,,-2.21E-01,-8.800000191
,,,-2.21E-01,12,,,,,-2.21E-01,-7.20000029
,,,-2.20E-01,14,,,,,-2.20E-01,-6.4000001
,,,-2.20E-01,16,,,,,-2.20E-01,-4.80000019
,,,-2.20E-01,18,,,,,-2.20E-01,-2.4000001
,,,-2.20E-01,20,,,,,-2.20E-01,-8.00E-01
,,,-2.20E-01,22,,,,,-2.20E-01,8.00E-01
,,,-2.19E-01,24,,,,,-2.19E-01,3.20000005
,,,-2.19E-01,24,,,,,-2.19E-01,4.80000019
,,,-2.19E-01,26,,,,,-2.19E-01,7.20000029
,,,-2.19E-01,28,,,,,-2.19E-01,9.600000381
,,,-2.19E-01,30,,,,,-2.19E-01,11.1999998
,,,-2.18E-01,30,,,,,-2.18E-01,13.6000004
,,,-2.18E-01,30,,,,,-2.18E-01,16
,,,-2.18E-01,32,,,,,-2.18E-01,16.8000011
,,,-2.18E-01,34,,,,,-2.18E-01,19.2000008
,,,-2.18E-01,38,,,,,-2.18E-01,19.2000008
,,,-2.17E-01,40,,,,,-2.17E-01,19.2000008
,,,-2.17E-01,44,,,,,-2.17E-01,20
,,,-2.17E-01,46,,,,,-2.17E-01,20
,,,-2.17E-01,48,,,,,-2.17E-01,20
,,,-2.17E-01,50,,,,,-2.17E-01,20.80000114
,,,-2.16E-01,50,,,,,-2.16E-01,20
,,,-2.16E-01,50,,,,,-2.16E-01,20.80000114
,,,-2.16E-01,52,,,,,-2.16E-01,20.80000114
,,,-2.16E-01,52,,,,,-2.16E-01,20
,,,-2.16E-01,52,,,,,-2.16E-01,20
,,,-2.15E-01,50,,,,,-2.15E-01,20
,,,-2.15E-01,50,,,,,-2.15E-01,19.2000008
,,,-2.15E-01,50,,,,,-2.15E-01,20
,,,-2.15E-01,48,,,,,-2.15E-01,19.2000008
,,,-2.15E-01,46,,,,,-2.15E-01,19.2000008
,,,-2.14E-01,44,,,,,-2.14E-01,18.3999996
,,,-2.14E-01,42,,,,,-2.14E-01,18.3999996
,,,-2.14E-01,40,,,,,-2.14E-01,18.3999996
,,,-2.14E-01,36,,,,,-2.14E-01,17.6000004
,,,-2.14E-01,36,,,,,-2.14E-01,17.6000004
,,,-2.13E-01,32,,,,,-2.13E-01,16.8000011
,,,-2.13E-01,30,,,,,-2.13E-01,16.8000011
,,,-2.13E-01,26,,,,,-2.13E-01,16
,,,-2.13E-01,22,,,,,-2.13E-01,16
,,,-2.13E-01,20,,,,,-2.13E-01,15.1999998
,,,-2.12E-01,16,,,,,-2.12E-01,14.4000006
,,,-2.12E-01,14,,,,,-2.12E-01,14.4000006
,,,-2.12E-01,10,,,,,-2.12E-01,13.6000004
,,,-2.12E-01,6,,,,,-2.12E-01,12.8000002
,,,-2.12E-01,4,,,,,-2.12E-01,12.8000002
,,,-2.11E-01,0,,,,,-2.11E-01,11.1999998
,,,-2.11E-01,-2,,,,,-2.11E-01,11.1999998
,,,-2.11E-01,-6,,,,,-2.11E-01,10.4000006
,,,-2.11E-01,-8,,,,,-2.11E-01,8.800000191
,,,-2.11E-01,-10,,,,,-2.11E-01,8
,,,-2.10E-01,-12,,,,,-2.10E-01,6.4000001
,,,-2.10E-01,-14,,,,,-2.10E-01,4.80000019
,,,-2.10E-01,-18,,,,,-2.10E-01,3.20000005
,,,-2.10E-01,-20,,,,,-2.10E-01,8.00E-01
,,,-2.10E-01,-20,,,,,-2.10E-01,-8.00E-01
,,,-2.09E-01,-22,,,,,-2.09E-01,-2.4000001
,,,-2.09E-01,-24,,,,,-2.09E-01,-4.80000019
,,,-2.09E-01,-24,,,,,-2.09E-01,-7.20000029
,,,-2.09E-01,-26,,,,,-2.09E-01,-9.600000381
,,,-2.09E-01,-28,,,,,-2.09E-01,-11.1999998
,,,-2.08E-01,-28,,,,,-2.08E-01,-13.6000004
,,,-2.08E-01,-30,,,,,-2.08E-01,-15.1999998
,,,-2.08E-01,-32,,,,,-2.08E-01,-17.6000004
,,,-2.08E-01,-34,,,,,-2.08E-01,-18.3999996
,,,-2.08E-01,-36,,,,,-2.08E-01,-19.2000008
,,,-2.07E-01,-38,,,,,-2.07E-01,-20
,,,-2.07E-01,-42,,,,,-2.07E-01,-20
,,,-2.07E-01,-44,,,,,-2.07E-01,-20
,,,-2.07E-01,-44,,,,,-2.07E-01,-20
,,,-2.07E-01,-46,,,,,-2.07E-01,-20
,,,-2.06E-01,-48,,,,,-2.06E-01,-20
,,,-2.06E-01,-50,,,,,-2.06E-01,-20
,,,-2.06E-01,-50,,,,,-2.06E-01,-20
,,,-2.06E-01,-50,,,,,-2.06E-01,-20
,,,-2.06E-01,-50,,,,,-2.06E-01,-20
,,,-2.05E-01,-50,,,,,-2.05E-01,-20
,,,-2.05E-01,-48,,,,,-2.05E-01,-20
,,,-2.05E-01,-48,,,,,-2.05E-01,-20
,,,-2.05E-01,-48,,,,,-2.05E-01,-19.2000008
,,,-2.05E-01,-44,,,,,-2.05E-01,-19.2000008
,,,-2.04E-01,-42,,,,,-2.04E-01,-19.2000008
,,,-2.04E-01,-42,,,,,-2.04E-01,-18.3999996
,,,-2.04E-01,-40,,,,,-2.04E-01,-18.3999996
,,,-2.04E-01,-36,,,,,-2.04E-01,-17.6000004
,,,-2.04E-01,-34,,,,,-2.04E-01,-17.6000004
,,,-2.03E-01,-32,,,,,-2.03E-01,-16.8000011
,,,-2.03E-01,-28,,,,,-2.03E-01,-16.8000011
,,,-2.03E-01,-26,,,,,-2.03E-01,-16
,,,-2.03E-01,-22,,,,,-2.03E-01,-16
,,,-2.03E-01,-18,,,,,-2.03E-01,-15.1999998
,,,-2.02E-01,-16,,,,,-2.02E-01,-15.1999998
,,,-2.02E-01,-12,,,,,-2.02E-01,-14.4000006
,,,-2.02E-01,-8,,,,,-2.02E-01,-13.6000004
,,,-2.02E-01,-6,,,,,-2.02E-01,-13.6000004
,,,-2.02E-01,-2,,,,,-2.02E-01,-12.8000002
,,,-2.01E-01,2,,,,,-2.01E-01,-12
,,,-2.01E-01,4,,,,,-2.01E-01,-11.1999998
,,,-2.01E-01,6,,,,,-2.01E-01,-10.4000006
,,,-2.01E-01,10,,,,,-2.01E-01,-9.600000381
,,,-2.01E-01,12,,,,,-2.01E-01,-7.20000029
,,,-2.00E-01,14,,,,,-2.00E-01,-5.5999999
,,,-2.00E-01,16,,,,,-2.00E-01,-4
,,,-2.00E-01,18,,,,,-2.00E-01,-2.4000001
,,,-2.00E-01,20,,,,,-2.00E-01,-8.00E-01
,,,-2.00E-01,22,,,,,-2.00E-01,1.6
,,,-1.99E-01,24,,,,,-1.99E-01,3.20000005
,,,-1.99E-01,24,,,,,-1.99E-01,4.80000019
,,,-1.99E-01,26,,,,,-1.99E-01,7.20000029
,,,-1.99E-01,28,,,,,-1.99E-01,9.600000381
,,,-1.99E-01,28,,,,,-1.99E-01,11.1999998
,,,-1.98E-01,30,,,,,-1.98E-01,13.6000004
,,,-1.98E-01,30,,,,,-1.98E-01,15.1999998
,,,-1.98E-01,32,,,,,-1.98E-01,16.8000011
,,,-1.98E-01,34,,,,,-1.98E-01,18.3999996
,,,-1.98E-01,38,,,,,-1.98E-01,19.2000008
,,,-1.97E-01,40,,,,,-1.97E-01,20
,,,-1.97E-01,42,,,,,-1.97E-01,20
,,,-1.97E-01,46,,,,,-1.97E-01,20
,,,-1.97E-01,48,,,,,-1.97E-01,20
,,,-1.97E-01,50,,,,,-1.97E-01,20.80000114
,,,-1.96E-01,50,,,,,-1.96E-01,20.80000114
,,,-1.96E-01,50,,,,,-1.96E-01,20.80000114
,,,-1.96E-01,50,,,,,-1.96E-01,20
,,,-1.96E-01,52,,,,,-1.96E-01,20
,,,-1.96E-01,50,,,,,-1.96E-01,20
,,,-1.95E-01,50,,,,,-1.95E-01,20
,,,-1.95E-01,50,,,,,-1.95E-01,20
,,,-1.95E-01,50,,,,,-1.95E-01,20
,,,-1.95E-01,48,,,,,-1.95E-01,19.2000008
,,,-1.95E-01,46,,,,,-1.95E-01,19.2000008
,,,-1.94E-01,46,,,,,-1.94E-01,19.2000008
,,,-1.94E-01,42,,,,,-1.94E-01,18.3999996
,,,-1.94E-01,40,,,,,-1.94E-01,18.3999996
,,,-1.94E-01,38,,,,,-1.94E-01,18.3999996
,,,-1.94E-01,34,,,,,-1.94E-01,17.6000004
,,,-1.93E-01,32,,,,,-1.93E-01,16.8000011
,,,-1.93E-01,28,,,,,-1.93E-01,16.8000011
,,,-1.93E-01,26,,,,,-1.93E-01,16
,,,-1.93E-01,24,,,,,-1.93E-01,16
,,,-1.93E-01,20,,,,,-1.93E-01,15.1999998
,,,-1.92E-01,16,,,,,-1.92E-01,15.1999998
,,,-1.92E-01,14,,,,,-1.92E-01,14.4000006
,,,-1.92E-01,10,,,,,-1.92E-01,13.6000004
,,,-1.92E-01,8,,,,,-1.92E-01,13.6000004
,,,-1.92E-01,4,,,,,-1.92E-01,12.8000002
,,,-1.91E-01,0,,,,,-1.91E-01,12
,,,-1.91E-01,-2,,,,,-1.91E-01,11.1999998
,,,-1.91E-01,-6,,,,,-1.91E-01,10.4000006
,,,-1.91E-01,-8,,,,,-1.91E-01,8.800000191
,,,-1.91E-01,-12,,,,,-1.91E-01,8
,,,-1.90E-01,-14,,,,,-1.90E-01,5.5999999
,,,-1.90E-01,-14,,,,,-1.90E-01,4
,,,-1.90E-01,-18,,,,,-1.90E-01,3.20000005
,,,-1.90E-01,-20,,,,,-1.90E-01,1.6
,,,-1.90E-01,-20,,,,,-1.90E-01,-8.00E-01
,,,-1.89E-01,-22,,,,,-1.89E-01,-3.20000005
,,,-1.89E-01,-24,,,,,-1.89E-01,-5.5999999
,,,-1.89E-01,-24,,,,,-1.89E-01,-7.20000029
,,,-1.89E-01,-26,,,,,-1.89E-01,-8.800000191
,,,-1.89E-01,-26,,,,,-1.89E-01,-12
,,,-1.88E-01,-28,,,,,-1.88E-01,-12.8000002
,,,-1.88E-01,-30,,,,,-1.88E-01,-15.1999998
,,,-1.88E-01,-32,,,,,-1.88E-01,-17.6000004
,,,-1.88E-01,-34,,,,,-1.88E-01,-18.3999996
,,,-1.88E-01,-38,,,,,-1.88E-01,-19.2000008
,,,-1.87E-01,-40,,,,,-1.87E-01,-20
,,,-1.87E-01,-42,,,,,-1.87E-01,-20
,,,-1.87E-01,-44,,,,,-1.87E-01,-20.80000114
,,,-1.87E-01,-46,,,,,-1.87E-01,-20
,,,-1.87E-01,-46,,,,,-1.87E-01,-20
,,,-1.86E-01,-48,,,,,-1.86E-01,-20.80000114
,,,-1.86E-01,-48,,,,,-1.86E-01,-20
,,,-1.86E-01,-50,,,,,-1.86E-01,-20
,,,-1.86E-01,-50,,,,,-1.86E-01,-20
,,,-1.86E-01,-50,,,,,-1.86E-01,-20
,,,-1.85E-01,-48,,,,,-1.85E-01,-20
,,,-1.85E-01,-50,,,,,-1.85E-01,-19.2000008
,,,-1.85E-01,-48,,,,,-1.85E-01,-19.2000008
,,,-1.85E-01,-46,,,,,-1.85E-01,-19.2000008
,,,-1.85E-01,-44,,,,,-1.85E-01,-18.3999996
,,,-1.84E-01,-44,,,,,-1.84E-01,-18.3999996
,,,-1.84E-01,-42,,,,,-1.84E-01,-18.3999996
,,,-1.84E-01,-38,,,,,-1.84E-01,-18.3999996
,,,-1.84E-01,-36,,,,,-1.84E-01,-18.3999996
,,,-1.84E-01,-34,,,,,-1.84E-01,-17.6000004
,,,-1.83E-01,-32,,,,,-1.83E-01,-16.8000011
,,,-1.83E-01,-28,,,,,-1.83E-01,-16.8000011
,,,-1.83E-01,-26,,,,,-1.83E-01,-16
,,,-1.83E-01,-22,,,,,-1.83E-01,-15.1999998
,,,-1.83E-01,-20,,,,,-1.83E-01,-15.1999998
,,,-1.82E-01,-16,,,,,-1.82E-01,-15.1999998
,,,-1.82E-01,-12,,,,,-1.82E-01,-14.4000006
,,,-1.82E-01,-8,,,,,-1.82E-01,-13.6000004
,,,-1.82E-01,-6,,,,,-1.82E-01,-13.6000004
,,,-1.82E-01,-2,,,,,-1.82E-01,-12.8000002
,,,-1.81E-01,2,,,,,-1.81E-01,-12
,,,-1.81E-01,4,,,,,-1.81E-01,-11.1999998
,,,-1.81E-01,8,,,,,-1.81E-01,-10.4000006
,,,-1.81E-01,10,,,,,-1.81E-01,-8.800000191
,,,-1.81E-01,12,,,,,-1.81E-01,-7.20000029
,,,-1.80E-01,14,,,,,-1.80E-01,-5.5999999
,,,-1.80E-01,16,,,,,-1.80E-01,-4.80000019
,,,-1.80E-01,18,,,,,-1.80E-01,-2.4000001
,,,-1.80E-01,20,,,,,-1.80E-01,-8.00E-01
,,,-1.80E-01,22,,,,,-1.80E-01,8.00E-01
,,,-1.79E-01,22,,,,,-1.79E-01,3.20000005
,,,-1.79E-01,24,,,,,-1.79E-01,4.80000019
,,,-1.79E-01,26,,,,,-1.79E-01,7.20000029
,,,-1.79E-01,28,,,,,-1.79E-01,9.600000381
,,,-1.79E-01,28,,,,,-1.79E-01,11.1999998
,,,-1.78E-01,30,,,,,-1.78E-01,13.6000004
,,,-1.78E-01,30,,,,,-1.78E-01,15.1999998
,,,-1.78E-01,32,,,,,-1.78E-01,16.8000011
,,,-1.78E-01,34,,,,,-1.78E-01,18.3999996
,,,-1.78E-01,38,,,,,-1.78E-01,19.2000008
,,,-1.77E-01,40,,,,,-1.77E-01,19.2000008
,,,-1.77E-01,42,,,,,-1.77E-01,20
,,,-1.77E-01,46,,,,,-1.77E-01,20.80000114
,,,-1.77E-01,48,,,,,-1.77E-01,20.80000114
,,,-1.77E-01,50,,,,,-1.77E-01,20
,,,-1.76E-01,50,,,,,-1.76E-01,20.80000114
,,,-1.76E-01,50,,,,,-1.76E-01,20.80000114
,,,-1.76E-01,52,,,,,-1.76E-01,20.80000114
,,,-1.76E-01,50,,,,,-1.76E-01,20
,,,-1.76E-01,50,,,,,-1.76E-01,20
,,,-1.75E-01,50,,,,,-1.75E-01,20
,,,-1.75E-01,50,,,,,-1.75E-01,20
,,,-1.75E-01,48,,,,,-1.75E-01,20
,,,-1.75E-01,48,,,,,-1.75E-01,19.2000008
,,,-1.75E-01,46,,,,,-1.75E-01,19.2000008
,,,-1.74E-01,44,,,,,-1.74E-01,19.2000008
,,,-1.74E-01,42,,,,,-1.74E-01,18.3999996
,,,-1.74E-01,40,,,,,-1.74E-01,18.3999996
,,,-1.74E-01,38,,,,,-1.74E-01,17.6000004
,,,-1.74E-01,34,,,,,-1.74E-01,17.6000004
,,,-1.73E-01,32,,,,,-1.73E-01,17.6000004
,,,-1.73E-01,30,,,,,-1.73E-01,16.8000011
,,,-1.73E-01,26,,,,,-1.73E-01,16
,,,-1.73E-01,22,,,,,-1.73E-01,16
,,,-1.73E-01,20,,,,,-1.73E-01,15.1999998
,,,-1.72E-01,16,,,,,-1.72E-01,14.4000006
,,,-1.72E-01,14,,,,,-1.72E-01,14.4000006
,,,-1.72E-01,10,,,,,-1.72E-01,13.6000004
,,,-1.72E-01,6,,,,,-1.72E-01,12.8000002
,,,-1.72E-01,4,,,,,-1.72E-01,12.8000002
,,,-1.71E-01,0,,,,,-1.71E-01,12
,,,-1.71E-01,-2,,,,,-1.71E-01,11.1999998
,,,-1.71E-01,-6,,,,,-1.71E-01,10.4000006
,,,-1.71E-01,-8,,,,,-1.71E-01,8.800000191
,,,-1.71E-01,-10,,,,,-1.71E-01,8
,,,-1.70E-01,-12,,,,,-1.70E-01,6.4000001
,,,-1.70E-01,-16,,,,,-1.70E-01,4
,,,-1.70E-01,-18,,,,,-1.70E-01,3.20000005
,,,-1.70E-01,-20,,,,,-1.70E-01,1.6
,,,-1.70E-01,-20,,,,,-1.70E-01,-8.00E-01
,,,-1.69E-01,-24,,,,,-1.69E-01,-2.4000001
,,,-1.69E-01,-24,,,,,-1.69E-01,-4.80000019
,,,-1.69E-01,-26,,,,,-1.69E-01,-7.20000029
,,,-1.69E-01,-26,,,,,-1.69E-01,-9.600000381
,,,-1.69E-01,-26,,,,,-1.69E-01,-11.1999998
,,,-1.68E-01,-28,,,,,-1.68E-01,-13.6000004
,,,-1.68E-01,-30,,,,,-1.68E-01,-15.1999998
,,,-1.68E-01,-32,,,,,-1.68E-01,-16.8000011
,,,-1.68E-01,-34,,,,,-1.68E-01,-18.3999996
,,,-1.68E-01,-36,,,,,-1.68E-01,-19.2000008
,,,-1.67E-01,-40,,,,,-1.67E-01,-20
