,,,ch1_t,ch1_v,,,,,ch2_t,ch2_v
,,,-1.67E-01,-42,,,,,-1.67E-01,-20
,,,-1.67E-01,-44,,,,,-1.67E-01,-20
,,,-1.67E-01,-46,,,,,-1.67E-01,-20
,,,-1.67E-01,-46,,,,,-1.67E-01,-20
,,,-1.66E-01,-48,,,,,-1.66E-01,-20
,,,-1.66E-01,-50,,,,,-1.66E-01,-20
,,,-1.66E-01,-50,,,,,-1.66E-01,-20
,,,-1.66E-01,-50,,,,,-1.66E-01,-20
,,,-1.66E-01,-50,,,,,-1.66E-01,-20
,,,-1.65E-01,-50,,,,,-1.65E-01,-19.2000008
,,,-1.65E-01,-48,,,,,-1.65E-01,-20
,,,-1.65E-01,-48,,,,,-1.65E-01,-20
,,,-1.65E-01,-46,,,,,-1.65E-01,-19.2000008
,,,-1.65E-01,-44,,,,,-1.65E-01,-19.2000008
,,,-1.64E-01,-42,,,,,-1.64E-01,-19.2000008
,,,-1.64E-01,-42,,,,,-1.64E-01,-18.3999996
,,,-1.64E-01,-38,,,,,-1.64E-01,-18.3999996
,,,-1.64E-01,-36,,,,,-1.64E-01,-17.6000004
,,,-1.64E-01,-34,,,,,-1.64E-01,-17.6000004
,,,-1.63E-01,-32,,,,,-1.63E-01,-17.6000004
,,,-1.63E-01,-28,,,,,-1.63E-01,-16.8000011
,,,-1.63E-01,-26,,,,,-1.63E-01,-16
,,,-1.63E-01,-22,,,,,-1.63E-01,-16
,,,-1.63E-01,-20,,,,,-1.63E-01,-16
,,,-1.62E-01,-16,,,,,-1.62E-01,-14.4000006
,,,-1.62E-01,-12,,,,,-1.62E-01,-14.4000006
,,,-1.62E-01,-8,,,,,-1.62E-01,-13.6000004
,,,-1.62E-01,-6,,,,,-1.62E-01,-13.6000004
,,,-1.62E-01,-2,,,,,-1.62E-01,-12.8000002
,,,-1.61E-01,2,,,,,-1.61E-01,-12
,,,-1.61E-01,4,,,,,-1.61E-01,-11.1999998
,,,-1.61E-01,6,,,,,-1.61E-01,-10.4000006
,,,-1.61E-01,10,,,,,-1.61E-01,-8.800000191
,,,-1.61E-01,12,,,,,-1.61E-01,-7.20000029
,,,-1.60E-01,14,,,,,-1.60E-01,-5.5999999
,,,-1.60E-01,16,,,,,-1.60E-01,-4.80000019
,,,-1.60E-01,18,,,,,-1.60E-01,-2.4000001
,,,-1.60E-01,20,,,,,-1.60E-01,-8.00E-01
,,,-1.60E-01,22,,,,,-1.60E-01,8.00E-01
,,,-1.59E-01,22,,,,,-1.59E-01,3.20000005
,,,-1.59E-01,26,,,,,-1.59E-01,4.80000019
,,,-1.59E-01,26,,,,,-1.59E-01,7.20000029
,,,-1.59E-01,26,,,,,-1.59E-01,9.600000381
,,,-1.59E-01,28,,,,,-1.59E-01,11.1999998
,,,-1.58E-01,30,,,,,-1.58E-01,13.6000004
,,,-1.58E-01,30,,,,,-1.58E-01,15.1999998
,,,-1.58E-01,32,,,,,-1.58E-01,16.8000011
,,,-1.58E-01,34,,,,,-1.58E-01,18.3999996
,,,-1.58E-01,38,,,,,-1.58E-01,19.2000008
,,,-1.57E-01,40,,,,,-1.57E-01,20
,,,-1.57E-01,44,,,,,-1.57E-01,20
,,,-1.57E-01,46,,,,,-1.57E-01,20
,,,-1.57E-01,48,,,,,-1.57E-01,20.80000114
,,,-1.57E-01,50,,,,,-1.57E-01,20.80000114
,,,-1.56E-01,50,,,,,-1.56E-01,20.80000114
,,,-1.56E-01,50,,,,,-1.56E-01,20
,,,-1.56E-01,50,,,,,-1.56E-01,20.80000114
,,,-1.56E-01,50,,,,,-1.56E-01,20.80000114
,,,-1.56E-01,50,,,,,-1.56E-01,20
,,,-1.55E-01,50,,,,,-1.55E-01,20
,,,-1.55E-01,50,,,,,-1.55E-01,20
,,,-1.55E-01,50,,,,,-1.55E-01,20
,,,-1.55E-01,48,,,,,-1.55E-01,20
,,,-1.55E-01,46,,,,,-1.55E-01,19.2000008
,,,-1.54E-01,44,,,,,-1.54E-01,19.2000008
,,,-1.54E-01,42,,,,,-1.54E-01,18.3999996
,,,-1.54E-01,40,,,,,-1.54E-01,17.6000004
,,,-1.54E-01,36,,,,,-1.54E-01,17.6000004
,,,-1.54E-01,34,,,,,-1.54E-01,17.6000004
,,,-1.53E-01,32,,,,,-1.53E-01,16.8000011
,,,-1.53E-01,30,,,,,-1.53E-01,16.8000011
,,,-1.53E-01,26,,,,,-1.53E-01,16
,,,-1.53E-01,22,,,,,-1.53E-01,16
,,,-1.53E-01,20,,,,,-1.53E-01,15.1999998
,,,-1.52E-01,16,,,,,-1.52E-01,14.4000006
,,,-1.52E-01,12,,,,,-1.52E-01,14.4000006
,,,-1.52E-01,10,,,,,-1.52E-01,13.6000004
,,,-1.52E-01,6,,,,,-1.52E-01,12.8000002
,,,-1.52E-01,4,,,,,-1.52E-01,12.8000002
,,,-1.51E-01,0,,,,,-1.51E-01,12
,,,-1.51E-01,-2,,,,,-1.51E-01,11.1999998
,,,-1.51E-01,-6,,,,,-1.51E-01,10.4000006
,,,-1.51E-01,-8,,,,,-1.51E-01,8.800000191
,,,-1.51E-01,-10,,,,,-1.51E-01,8
,,,-1.50E-01,-12,,,,,-1.50E-01,6.4000001
,,,-1.50E-01,-14,,,,,-1.50E-01,4.80000019
,,,-1.50E-01,-18,,,,,-1.50E-01,3.20000005
,,,-1.50E-01,-20,,,,,-1.50E-01,1.6
,,,-1.50E-01,-22,,,,,-1.50E-01,-8.00E-01
,,,-1.49E-01,-22,,,,,-1.49E-01,-2.4000001
,,,-1.49E-01,-24,,,,,-1.49E-01,-4.80000019
,,,-1.49E-01,-26,,,,,-1.49E-01,-6.4000001
,,,-1.49E-01,-26,,,,,-1.49E-01,-8.800000191
,,,-1.49E-01,-28,,,,,-1.49E-01,-12
,,,-1.48E-01,-28,,,,,-1.48E-01,-13.6000004
,,,-1.48E-01,-30,,,,,-1.48E-01,-15.1999998
,,,-1.48E-01,-32,,,,,-1.48E-01,-17.6000004
,,,-1.48E-01,-34,,,,,-1.48E-01,-18.3999996
,,,-1.48E-01,-36,,,,,-1.48E-01,-19.2000008
,,,-1.47E-01,-38,,,,,-1.47E-01,-19.2000008
,,,-1.47E-01,-42,,,,,-1.47E-01,-20
,,,-1.47E-01,-44,,,,,-1.47E-01,-20.80000114
,,,-1.47E-01,-46,,,,,-1.47E-01,-20
,,,-1.47E-01,-46,,,,,-1.47E-01,-20
,,,-1.46E-01,-48,,,,,-1.46E-01,-20
,,,-1.46E-01,-50,,,,,-1.46E-01,-20
,,,-1.46E-01,-50,,,,,-1.46E-01,-20
,,,-1.46E-01,-50,,,,,-1.46E-01,-20
,,,-1.46E-01,-50,,,,,-1.46E-01,-20
,,,-1.45E-01,-50,,,,,-1.45E-01,-20
,,,-1.45E-01,-48,,,,,-1.45E-01,-20
,,,-1.45E-01,-48,,,,,-1.45E-01,-19.2000008
,,,-1.45E-01,-46,,,,,-1.45E-01,-19.2000008
,,,-1.45E-01,-44,,,,,-1.45E-01,-19.2000008
,,,-1.44E-01,-44,,,,,-1.44E-01,-19.2000008
,,,-1.44E-01,-42,,,,,-1.44E-01,-18.3999996
,,,-1.44E-01,-40,,,,,-1.44E-01,-18.3999996
,,,-1.44E-01,-36,,,,,-1.44E-01,-17.6000004
,,,-1.44E-01,-34,,,,,-1.44E-01,-17.6000004
,,,-1.43E-01,-32,,,,,-1.43E-01,-16.8000011
,,,-1.43E-01,-28,,,,,-1.43E-01,-16.8000011
,,,-1.43E-01,-26,,,,,-1.43E-01,-16
,,,-1.43E-01,-22,,,,,-1.43E-01,-16
,,,-1.43E-01,-18,,,,,-1.43E-01,-15.1999998
,,,-1.42E-01,-16,,,,,-1.42E-01,-14.4000006
,,,-1.42E-01,-12,,,,,-1.42E-01,-13.6000004
,,,-1.42E-01,-10,,,,,-1.42E-01,-13.6000004
,,,-1.42E-01,-6,,,,,-1.42E-01,-12.8000002
,,,-1.42E-01,-2,,,,,-1.42E-01,-12.8000002
,,,-1.41E-01,0,,,,,-1.41E-01,-12
,,,-1.41E-01,4,,,,,-1.41E-01,-11.1999998
,,,-1.41E-01,6,,,,,-1.41E-01,-10.4000006
,,,-1.41E-01,10,,,,,-1.41E-01,-8.800000191
,,,-1.41E-01,12,,,,,-1.41E-01,-7.20000029
,,,-1.40E-01,14,,,,,-1.40E-01,-6.4000001
,,,-1.40E-01,16,,,,,-1.40E-01,-4.80000019
,,,-1.40E-01,18,,,,,-1.40E-01,-2.4000001
,,,-1.40E-01,20,,,,,-1.40E-01,-8.00E-01
,,,-1.40E-01,22,,,,,-1.40E-01,1.6
,,,-1.39E-01,22,,,,,-1.39E-01,3.20000005
,,,-1.39E-01,24,,,,,-1.39E-01,4.80000019
,,,-1.39E-01,26,,,,,-1.39E-01,7.20000029
,,,-1.39E-01,26,,,,,-1.39E-01,9.600000381
,,,-1.39E-01,28,,,,,-1.39E-01,12
,,,-1.38E-01,30,,,,,-1.38E-01,13.6000004
,,,-1.38E-01,30,,,,,-1.38E-01,16
,,,-1.38E-01,32,,,,,-1.38E-01,16.8000011
,,,-1.38E-01,34,,,,,-1.38E-01,18.3999996
,,,-1.38E-01,38,,,,,-1.38E-01,19.2000008
,,,-1.37E-01,40,,,,,-1.37E-01,20
,,,-1.37E-01,44,,,,,-1.37E-01,20
,,,-1.37E-01,46,,,,,-1.37E-01,20
,,,-1.37E-01,48,,,,,-1.37E-01,20
,,,-1.37E-01,50,,,,,-1.37E-01,20.80000114
,,,-1.36E-01,50,,,,,-1.36E-01,20.80000114
,,,-1.36E-01,50,,,,,-1.36E-01,20
,,,-1.36E-01,52,,,,,-1.36E-01,20.80000114
,,,-1.36E-01,50,,,,,-1.36E-01,20.80000114
,,,-1.36E-01,50,,,,,-1.36E-01,20
,,,-1.35E-01,50,,,,,-1.35E-01,20
,,,-1.35E-01,50,,,,,-1.35E-01,20
,,,-1.35E-01,50,,,,,-1.35E-01,20
,,,-1.35E-01,48,,,,,-1.35E-01,19.2000008
,,,-1.35E-01,46,,,,,-1.35E-01,19.2000008
,,,-1.34E-01,44,,,,,-1.34E-01,19.2000008
,,,-1.34E-01,42,,,,,-1.34E-01,18.3999996
,,,-1.34E-01,40,,,,,-1.34E-01,18.3999996
,,,-1.34E-01,38,,,,,-1.34E-01,17.6000004
,,,-1.34E-01,34,,,,,-1.34E-01,17.6000004
,,,-1.33E-01,32,,,,,-1.33E-01,16.8000011
,,,-1.33E-01,30,,,,,-1.33E-01,16.8000011
,,,-1.33E-01,28,,,,,-1.33E-01,16
,,,-1.33E-01,24,,,,,-1.33E-01,16
,,,-1.33E-01,20,,,,,-1.33E-01,15.1999998
,,,-1.32E-01,16,,,,,-1.32E-01,15.1999998
,,,-1.32E-01,14,,,,,-1.32E-01,14.4000006
,,,-1.32E-01,10,,,,,-1.32E-01,13.6000004
,,,-1.32E-01,6,,,,,-1.32E-01,12.8000002
,,,-1.32E-01,4,,,,,-1.32E-01,12.8000002
,,,-1.31E-01,2,,,,,-1.31E-01,12
,,,-1.31E-01,-4,,,,,-1.31E-01,11.1999998
,,,-1.31E-01,-4,,,,,-1.31E-01,10.4000006
,,,-1.31E-01,-8,,,,,-1.31E-01,8.800000191
,,,-1.31E-01,-10,,,,,-1.31E-01,8
,,,-1.30E-01,-12,,,,,-1.30E-01,6.4000001
,,,-1.30E-01,-14,,,,,-1.30E-01,4.80000019
,,,-1.30E-01,-18,,,,,-1.30E-01,2.4000001
,,,-1.30E-01,-18,,,,,-1.30E-01,8.00E-01
,,,-1.30E-01,-20,,,,,-1.30E-01,-8.00E-01
,,,-1.29E-01,-22,,,,,-1.29E-01,-3.20000005
,,,-1.29E-01,-24,,,,,-1.29E-01,-4.80000019
,,,-1.29E-01,-26,,,,,-1.29E-01,-7.20000029
,,,-1.29E-01,-26,,,,,-1.29E-01,-8.800000191
,,,-1.29E-01,-28,,,,,-1.29E-01,-11.1999998
,,,-1.28E-01,-28,,,,,-1.28E-01,-13.6000004
,,,-1.28E-01,-30,,,,,-1.28E-01,-15.1999998
,,,-1.28E-01,-32,,,,,-1.28E-01,-16.8000011
,,,-1.28E-01,-34,,,,,-1.28E-01,-18.3999996
,,,-1.28E-01,-36,,,,,-1.28E-01,-19.2000008
,,,-1.27E-01,-40,,,,,-1.27E-01,-19.2000008
,,,-1.27E-01,-42,,,,,-1.27E-01,-20
,,,-1.27E-01,-44,,,,,-1.27E-01,-20
,,,-1.27E-01,-46,,,,,-1.27E-01,-20
,,,-1.27E-01,-46,,,,,-1.27E-01,-20
,,,-1.26E-01,-48,,,,,-1.26E-01,-20
,,,-1.26E-01,-50,,,,,-1.26E-01,-20
,,,-1.26E-01,-50,,,,,-1.26E-01,-20
,,,-1.26E-01,-50,,,,,-1.26E-01,-20
,,,-1.26E-01,-50,,,,,-1.26E-01,-20
,,,-1.25E-01,-48,,,,,-1.25E-01,-20
,,,-1.25E-01,-48,,,,,-1.25E-01,-20
,,,-1.25E-01,-48,,,,,-1.25E-01,-19.2000008
,,,-1.25E-01,-46,,,,,-1.25E-01,-19.2000008
,,,-1.25E-01,-44,,,,,-1.25E-01,-19.2000008
,,,-1.24E-01,-42,,,,,-1.24E-01,-18.3999996
,,,-1.24E-01,-42,,,,,-1.24E-01,-18.3999996
,,,-1.24E-01,-38,,,,,-1.24E-01,-18.3999996
,,,-1.24E-01,-36,,,,,-1.24E-01,-17.6000004
,,,-1.24E-01,-34,,,,,-1.24E-01,-17.6000004
,,,-1.23E-01,-32,,,,,-1.23E-01,-16.8000011
,,,-1.23E-01,-28,,,,,-1.23E-01,-16.8000011
,,,-1.23E-01,-26,,,,,-1.23E-01,-16
,,,-1.23E-01,-22,,,,,-1.23E-01,-16
,,,-1.23E-01,-18,,,,,-1.23E-01,-15.1999998
,,,-1.22E-01,-16,,,,,-1.22E-01,-15.1999998
,,,-1.22E-01,-12,,,,,-1.22E-01,-14.4000006
,,,-1.22E-01,-8,,,,,-1.22E-01,-13.6000004
,,,-1.22E-01,-6,,,,,-1.22E-01,-12.8000002
,,,-1.22E-01,-2,,,,,-1.22E-01,-12.8000002
,,,-1.21E-01,2,,,,,-1.21E-01,-12
,,,-1.21E-01,4,,,,,-1.21E-01,-11.1999998
,,,-1.21E-01,6,,,,,-1.21E-01,-9.600000381
,,,-1.21E-01,8,,,,,-1.21E-01,-8.800000191
,,,-1.21E-01,12,,,,,-1.21E-01,-8
,,,-1.20E-01,14,,,,,-1.20E-01,-5.5999999
,,,-1.20E-01,16,,,,,-1.20E-01,-4
,,,-1.20E-01,18,,,,,-1.20E-01,-2.4000001
,,,-1.20E-01,20,,,,,-1.20E-01,-8.00E-01
,,,-1.20E-01,22,,,,,-1.20E-01,8.00E-01
,,,-1.19E-01,24,,,,,-1.19E-01,3.20000005
,,,-1.19E-01,24,,,,,-1.19E-01,5.5999999
,,,-1.19E-01,26,,,,,-1.19E-01,7.20000029
,,,-1.19E-01,26,,,,,-1.19E-01,9.600000381
,,,-1.19E-01,28,,,,,-1.19E-01,11.1999998
,,,-1.18E-01,30,,,,,-1.18E-01,13.6000004
,,,-1.18E-01,30,,,,,-1.18E-01,15.1999998
,,,-1.18E-01,32,,,,,-1.18E-01,16.8000011
,,,-1.18E-01,34,,,,,-1.18E-01,18.3999996
,,,-1.18E-01,38,,,,,-1.18E-01,19.2000008
,,,-1.17E-01,40,,,,,-1.17E-01,20
,,,-1.17E-01,44,,,,,-1.17E-01,20
,,,-1.17E-01,46,,,,,-1.17E-01,20
,,,-1.17E-01,48,,,,,-1.17E-01,20.80000114
,,,-1.17E-01,50,,,,,-1.17E-01,20.80000114
,,,-1.16E-01,50,,,,,-1.16E-01,20.80000114
,,,-1.16E-01,50,,,,,-1.16E-01,20
,,,-1.16E-01,50,,,,,-1.16E-01,20.80000114
,,,-1.16E-01,50,,,,,-1.16E-01,20
,,,-1.16E-01,50,,,,,-1.16E-01,20
,,,-1.15E-01,50,,,,,-1.15E-01,20
,,,-1.15E-01,50,,,,,-1.15E-01,20
,,,-1.15E-01,50,,,,,-1.15E-01,20
,,,-1.15E-01,48,,,,,-1.15E-01,19.2000008
,,,-1.15E-01,46,,,,,-1.15E-01,18.3999996
,,,-1.14E-01,44,,,,,-1.14E-01,19.2000008
,,,-1.14E-01,42,,,,,-1.14E-01,18.3999996
,,,-1.14E-01,40,,,,,-1.14E-01,18.3999996
,,,-1.14E-01,38,,,,,-1.14E-01,17.6000004
,,,-1.14E-01,34,,,,,-1.14E-01,17.6000004
,,,-1.13E-01,32,,,,,-1.13E-01,17.6000004
,,,-1.13E-01,30,,,,,-1.13E-01,16.8000011
,,,-1.13E-01,26,,,,,-1.13E-01,16
,,,-1.13E-01,22,,,,,-1.13E-01,16
,,,-1.13E-01,20,,,,,-1.13E-01,16
,,,-1.12E-01,16,,,,,-1.12E-01,15.1999998
,,,-1.12E-01,12,,,,,-1.12E-01,14.4000006
,,,-1.12E-01,10,,,,,-1.12E-01,13.6000004
,,,-1.12E-01,8,,,,,-1.12E-01,13.6000004
,,,-1.12E-01,4,,,,,-1.12E-01,12.8000002
,,,-1.11E-01,0,,,,,-1.11E-01,11.1999998
,,,-1.11E-01,-2,,,,,-1.11E-01,11.1999998
,,,-1.11E-01,-6,,,,,-1.11E-01,10.4000006
,,,-1.11E-01,-8,,,,,-1.11E-01,8.800000191
,,,-1.11E-01,-12,,,,,-1.11E-01,8
,,,-1.10E-01,-14,,,,,-1.10E-01,6.4000001
,,,-1.10E-01,-14,,,,,-1.10E-01,4.80000019
,,,-1.10E-01,-18,,,,,-1.10E-01,3.20000005
,,,-1.10E-01,-20,,,,,-1.10E-01,8.00E-01
,,,-1.10E-01,-20,,,,,-1.10E-01,-8.00E-01
,,,-1.09E-01,-22,,,,,-1.09E-01,-3.20000005
,,,-1.09E-01,-24,,,,,-1.09E-01,-4.80000019
,,,-1.09E-01,-24,,,,,-1.09E-01,-7.20000029
,,,-1.09E-01,-26,,,,,-1.09E-01,-9.600000381
,,,-1.09E-01,-26,,,,,-1.09E-01,-11.1999998
,,,-1.08E-01,-28,,,,,-1.08E-01,-13.6000004
,,,-1.08E-01,-30,,,,,-1.08E-01,-16
,,,-1.08E-01,-32,,,,,-1.08E-01,-16.8000011
,,,-1.08E-01,-34,,,,,-1.08E-01,-18.3999996
,,,-1.08E-01,-38,,,,,-1.08E-01,-19.2000008
,,,-1.07E-01,-40,,,,,-1.07E-01,-20
,,,-1.07E-01,-42,,,,,-1.07E-01,-20
,,,-1.07E-01,-44,,,,,-1.07E-01,-20
,,,-1.07E-01,-46,,,,,-1.07E-01,-20
,,,-1.07E-01,-48,,,,,-1.07E-01,-20
,,,-1.06E-01,-48,,,,,-1.06E-01,-20
,,,-1.06E-01,-50,,,,,-1.06E-01,-20
,,,-1.06E-01,-50,,,,,-1.06E-01,-20
,,,-1.06E-01,-50,,,,,-1.06E-01,-20
,,,-1.06E-01,-50,,,,,-1.06E-01,-20
,,,-1.05E-01,-50,,,,,-1.05E-01,-20
,,,-1.05E-01,-48,,,,,-1.05E-01,-19.2000008
,,,-1.05E-01,-48,,,,,-1.05E-01,-19.2000008
,,,-1.05E-01,-46,,,,,-1.05E-01,-19.2000008
,,,-1.05E-01,-44,,,,,-1.05E-01,-19.2000008
,,,-1.04E-01,-42,,,,,-1.04E-01,-18.3999996
,,,-1.04E-01,-42,,,,,-1.04E-01,-18.3999996
,,,-1.04E-01,-40,,,,,-1.04E-01,-18.3999996
,,,-1.04E-01,-36,,,,,-1.04E-01,-18.3999996
,,,-1.04E-01,-34,,,,,-1.04E-01,-17.6000004
,,,-1.03E-01,-30,,,,,-1.03E-01,-16.8000011
,,,-1.03E-01,-28,,,,,-1.03E-01,-16.8000011
,,,-1.03E-01,-26,,,,,-1.03E-01,-16
,,,-1.03E-01,-22,,,,,-1.03E-01,-16
,,,-1.03E-01,-20,,,,,-1.03E-01,-15.1999998
,,,-1.02E-01,-16,,,,,-1.02E-01,-15.1999998
,,,-1.02E-01,-12,,,,,-1.02E-01,-14.4000006
,,,-1.02E-01,-10,,,,,-1.02E-01,-13.6000004
,,,-1.02E-01,-6,,,,,-1.02E-01,-13.6000004
,,,-1.02E-01,-2,,,,,-1.02E-01,-12.8000002
,,,-1.01E-01,2,,,,,-1.01E-01,-12
,,,-1.01E-01,4,,,,,-1.01E-01,-11.1999998
,,,-1.01E-01,6,,,,,-1.01E-01,-10.4000006
,,,-1.01E-01,10,,,,,-1.01E-01,-9.600000381
,,,-1.01E-01,12,,,,,-1.01E-01,-7.20000029
,,,-1.00E-01,14,,,,,-1.00E-01,-6.4000001
,,,-1.00E-01,16,,,,,-1.00E-01,-4.80000019
,,,-1.00E-01,18,,,,,-1.00E-01,-2.4000001
,,,-9.98E-02,20,,,,,-9.98E-02,-8.00E-01
,,,-9.96E-02,22,,,,,-9.96E-02,1.6
,,,-9.94E-02,24,,,,,-9.94E-02,3.20000005
,,,-9.92E-02,24,,,,,-9.92E-02,5.5999999
,,,-9.90E-02,26,,,,,-9.90E-02,7.20000029
,,,-9.88E-02,28,,,,,-9.88E-02,9.600000381
,,,-9.86E-02,28,,,,,-9.86E-02,11.1999998
,,,-9.84E-02,30,,,,,-9.84E-02,13.6000004
,,,-9.82E-02,30,,,,,-9.82E-02,15.1999998
,,,-9.80E-02,32,,,,,-9.80E-02,16.8000011
,,,-9.78E-02,34,,,,,-9.78E-02,18.3999996
,,,-9.76E-02,38,,,,,-9.76E-02,19.2000008
,,,-9.74E-02,40,,,,,-9.74E-02,19.2000008
,,,-9.72E-02,42,,,,,-9.72E-02,20
,,,-9.70E-02,46,,,,,-9.70E-02,20
,,,-9.68E-02,48,,,,,-9.68E-02,20.80000114
,,,-9.66E-02,50,,,,,-9.66E-02,20.80000114
,,,-9.64E-02,50,,,,,-9.64E-02,20.80000114
,,,-9.62E-02,50,,,,,-9.62E-02,20.80000114
,,,-9.60E-02,50,,,,,-9.60E-02,20
,,,-9.58E-02,52,,,,,-9.58E-02,20
,,,-9.56E-02,52,,,,,-9.56E-02,20
,,,-9.54E-02,50,,,,,-9.54E-02,20
,,,-9.52E-02,50,,,,,-9.52E-02,19.2000008
,,,-9.50E-02,50,,,,,-9.50E-02,19.2000008
,,,-9.48E-02,48,,,,,-9.48E-02,19.2000008
,,,-9.46E-02,46,,,,,-9.46E-02,19.2000008
,,,-9.44E-02,44,,,,,-9.44E-02,18.3999996
,,,-9.42E-02,42,,,,,-9.42E-02,18.3999996
,,,-9.40E-02,40,,,,,-9.40E-02,18.3999996
,,,-9.38E-02,38,,,,,-9.38E-02,17.6000004
,,,-9.36E-02,34,,,,,-9.36E-02,17.6000004
,,,-9.34E-02,32,,,,,-9.34E-02,16.8000011
,,,-9.32E-02,30,,,,,-9.32E-02,16.8000011
,,,-9.30E-02,26,,,,,-9.30E-02,16
,,,-9.28E-02,22,,,,,-9.28E-02,15.1999998
,,,-9.26E-02,20,,,,,-9.26E-02,15.1999998
,,,-9.24E-02,16,,,,,-9.24E-02,15.1999998
,,,-9.22E-02,14,,,,,-9.22E-02,14.4000006
,,,-9.20E-02,10,,,,,-9.20E-02,13.6000004
,,,-9.18E-02,8,,,,,-9.18E-02,13.6000004
,,,-9.16E-02,4,,,,,-9.16E-02,12.8000002
,,,-9.14E-02,0,,,,,-9.14E-02,12
,,,-9.12E-02,-2,,,,,-9.12E-02,11.1999998
,,,-9.10E-02,-6,,,,,-9.10E-02,10.4000006
,,,-9.08E-02,-8,,,,,-9.08E-02,8.800000191
,,,-9.06E-02,-10,,,,,-9.06E-02,8
,,,-9.04E-02,-14,,,,,-9.04E-02,6.4000001
,,,-9.02E-02,-16,,,,,-9.02E-02,4.80000019
,,,-9.00E-02,-18,,,,,-9.00E-02,3.20000005
,,,-8.98E-02,-20,,,,,-8.98E-02,8.00E-01
,,,-8.96E-02,-22,,,,,-8.96E-02,-8.00E-01
,,,-8.94E-02,-22,,,,,-8.94E-02,-2.4000001
,,,-8.92E-02,-24,,,,,-8.92E-02,-4.80000019
,,,-8.90E-02,-26,,,,,-8.90E-02,-6.4000001
,,,-8.88E-02,-26,,,,,-8.88E-02,-9.600000381
,,,-8.86E-02,-28,,,,,-8.86E-02,-12
,,,-8.84E-02,-28,,,,,-8.84E-02,-13.6000004
,,,-8.82E-02,-30,,,,,-8.82E-02,-15.1999998
,,,-8.80E-02,-30,,,,,-8.80E-02,-16.8000011
,,,-8.78E-02,-34,,,,,-8.78E-02,-18.3999996
,,,-8.76E-02,-36,,,,,-8.76E-02,-19.2000008
,,,-8.74E-02,-40,,,,,-8.74E-02,-20
,,,-8.72E-02,-42,,,,,-8.72E-02,-20
,,,-8.70E-02,-44,,,,,-8.70E-02,-20
,,,-8.68E-02,-46,,,,,-8.68E-02,-20
,,,-8.66E-02,-46,,,,,-8.66E-02,-20.80000114
,,,-8.64E-02,-48,,,,,-8.64E-02,-20
,,,-8.62E-02,-50,,,,,-8.62E-02,-20
,,,-8.60E-02,-48,,,,,-8.60E-02,-20
,,,-8.58E-02,-50,,,,,-8.58E-02,-20
